reviewId,paperId,reviewText,reviewDecision,reviewDecisionBoolean,paperTitle
r1638,p1638,Review content,accepted,1,A BIRD'S EYE VIEW OF THE CUT METHOD AND A SURVEY OF ITS APPLICATIONS IN CHEMICAL GRAPH THEORY
r1639,p1639,Review content,rejected,0,From Graph Theory to Models of Economic Networks. A Tutorial.
r1640,p1640,Review content,accepted,1,Applying Graph Theory to Interaction Design
r1641,p1641,Review content,accepted,1,Graph Theory Based Algorithms for Water Distribution Network Sectorization Projects
r1642,p1642,Review content,accepted,1,Some new trends in chemical graph theory.
r1643,p1643,Review content,accepted,1,Algebraic Graph Theory
r1644,p1644,Review content,rejected,0,Graph Theory: A Problem Oriented Approach
r1645,p1645,Review content,accepted,1,"Algorithmic Graph Theory and Perfect Graphs (Annals of Discrete Mathematics, Vol 57)"
r1646,p1646,Review content,accepted,1,Graph theory as a proxy for spatially explicit population models in conservation planning.
r1647,p1647,Review content,accepted,1,AN EXTREMAL PROBLEM IN GRAPH THEORY
r1648,p1648,Review content,rejected,0,Protein flexibility predictions using graph theory
r1649,p1649,Review content,accepted,1,Graph theory and networks in Biology.
r1650,p1650,Review content,accepted,1,Discrete Signal Processing on Graphs: Sampling Theory
r1651,p1651,Review content,accepted,1,Characterizing brain anatomical connections using diffusion weighted MRI and graph theory
r1652,p1652,Review content,rejected,0,Bondary-connectivity via graph theory
r1653,p1653,Review content,accepted,1,On Graph Theory and Its Application
r1654,p1654,Review content,rejected,0,Applied Graph Theory in Computer Vision and Pattern Recognition
r1655,p1655,Review content,accepted,1,Extremal Graph Theory for Metric Dimension and Diameter
r1656,p1656,Review content,rejected,0,Applications of graph theory
r1657,p1657,Review content,accepted,1,The History of Degenerate (Bipartite) Extremal Graph Problems
r1658,p1658,Review content,accepted,1,PEARLS in GRAPH THEORY
r1659,p1659,Review content,rejected,0,Modern temporal network theory: a colloquium
r1660,p1660,Review content,accepted,1,Landscape connectivity: A conservation application of graph theory
r1661,p1661,Review content,accepted,1,"Graph Theory: Modeling, Applications, and Algorithms"
r1662,p1662,Review content,accepted,1,A Walk Through Combinatorics: An Introduction to Enumeration and Graph Theory
r1663,p1663,Review content,accepted,1,Combinatorics and Graph Theory
r1664,p1664,Review content,accepted,1,Complex Networks: from Graph Theory to Biology
r1665,p1665,Review content,accepted,1,Application of graph theory to OO software engineering
r1666,p1666,Review content,accepted,1,Graph theory
r1667,p1667,Review content,rejected,0,Metric graph theory and geometry: a survey
r1668,p1668,Review content,rejected,0,ON A PROBLEM OF GRAPH THEORY
r1669,p1669,Review content,accepted,1,Graph Theory for Rule-Based Modeling of Biochemical Networks
r1670,p1670,Review content,accepted,1,A material selection model using graph theory and matrix approach
r1671,p1671,Review content,rejected,0,Algorithmic graph theory
r1672,p1672,Review content,accepted,1,Introduction to Graph Theory
r1673,p1673,Review content,accepted,1,Implementing discrete mathematics - combinatorics and graph theory with Mathematica
r1674,p1674,Review content,accepted,1,Graph theory and its applications
r1675,p1675,Review content,accepted,1,A textbook of graph theory
r1676,p1676,Review content,accepted,1,Szemeredi''s Regularity Lemma and its applications in graph theory
r1677,p1677,Review content,rejected,0,Introduction to Graph Theory
r1678,p1678,Review content,accepted,1,Applied and algorithmic graph theory
r1679,p1679,Review content,accepted,1,Topics in algebraic graph theory
r1680,p1680,Review content,accepted,1,A LIMIT THEOREM IN GRAPH THEORY
r1681,p1681,Review content,accepted,1,SPECTRAL GRAPH THEORY AND THE INVERSE EIGENVALUE PROBLEM OF A GRAPH
r1682,p1682,Review content,accepted,1,GRAPH THEORY AND PROBABILITY
r1683,p1683,Review content,accepted,1,Graph Theory Methods for the Analysis of Neural Connectivity Patterns
r1684,p1684,Review content,accepted,1,Applications of graph theory in chemistry
r1685,p1685,Review content,accepted,1,PROTEIN STRUCTURE: INSIGHTS FROM GRAPH THEORY
r1686,p1686,Review content,accepted,1,Power transfer allocation for open access using graph theory-fundamentals and applications in systems without loopflow
r1687,p1687,Review content,accepted,1,Dynamic Modelling of Mechatronic Multibody Systems With Symbolic Computing and Linear Graph Theory
r1688,p1688,Review content,accepted,1,Model structure analysis through graph theory: partition heuristics and feedback structure decomposition
r1689,p1689,Review content,accepted,1,SOME UNSOLVED PROBLEMS IN GRAPH THEORY
r1690,p1690,Review content,accepted,1,A graph theory interpretation of nodal regions
r1691,p1691,Review content,accepted,1,Graph Theory 1736-1936
r1692,p1692,Review content,accepted,1,Algorithmic Graph Theory
r1693,p1693,Review content,accepted,1,Application of Chemical Graph Theory for Automated Mechanism Generation
r1694,p1694,Review content,accepted,1,"Topology optimization of trusses using genetic algorithm, force method and graph theory"
r1695,p1695,Review content,accepted,1,Pattern Vectors from Algebraic Graph Theory
r1696,p1696,Review content,rejected,0,Combinatorics and graph theory
r1697,p1697,Review content,accepted,1,The Foundations of Topological Graph Theory
r1698,p1698,Review content,accepted,1,Chemical Graph Theory: Introduction and Fundamentals
r1699,p1699,Review content,rejected,0,Application of graph theory to the synchronization in an array of coupled nonlinear oscillators
r1700,p1700,Review content,rejected,0,On the use of linear graph theory in multibody system dynamics
r1701,p1701,Review content,accepted,1,Combinatorics and graph theory
r1702,p1702,Review content,rejected,0,Introduction to Graph Theory
r1703,p1703,Review content,rejected,0,Application of Graph Theory: Relationship of Eccentric Connectivity Index and Wiener's Index with Anti-inflammatory Activity
r1704,p1704,Review content,rejected,0,On the ground states of the frustration model of a spin glass by a matching method of graph theory
r1705,p1705,Review content,rejected,0,Dynamics of Flexible Multibody Systems Using Virtual Work and Linear Graph Theory
r1706,p1706,Review content,accepted,1,Application of graph theory to the synchronization in an array of coupled nonlinear oscillators
r1707,p1707,Review content,accepted,1,Reflections on graph theory
r1708,p1708,Review content,rejected,0,Graph theory
r1709,p1709,Review content,accepted,1,Graph Theory and Social Networks: A Technical Comment on Connectedness and Connectivity
r1710,p1710,Review content,accepted,1,The Foundations of Topological Graph Theory
r1711,p1711,Review content,accepted,1,SOME RECENT RESULTS ON EXTREMAL PROBLEMS IN GRAPH THEORY (Results)
r1712,p1712,Review content,accepted,1,Landscape graphs: Ecological modeling with graph theory to detect configurations common to diverse landscapes
r1713,p1713,Review content,rejected,0,Graph theory and molecular orbitals. XII. Acyclic polyenes
r1714,p1714,Review content,accepted,1,Algorithmic graph theory and perfect graphs
r1715,p1715,Review content,accepted,1,A method in graph theory
r1716,p1716,Review content,accepted,1,Problems in combinatorics and graph theory
r1717,p1717,Review content,accepted,1,Hybrid Graph Theory and Network Analysis
r1718,p1718,Review content,accepted,1,Graph Theory Techniques in Model-Based Testing
r1719,p1719,Review content,accepted,1,Graph Connections: Relationships between Graph Theory and Other Areas of Mathematics
r1720,p1720,Review content,accepted,1,Examples and Counterexamples in Graph Theory
r1721,p1721,Review content,accepted,1,On domination related concepts in Graph Theory
r1722,p1722,Review content,accepted,1,A SEMINAR ON GRAPH THEORY
r1723,p1723,Review content,accepted,1,On constructing a block layout by graph theory
r1724,p1724,Review content,accepted,1,Lattice Constant Systems and Graph Theory
r1725,p1725,Review content,accepted,1,Open problems of Paul Erdös in graph theory
r1726,p1726,Review content,accepted,1,Applications of combinatorics and graph theory to the biological and social sciences
r1727,p1727,Review content,accepted,1,Computational Graph Theory
r1728,p1728,Review content,accepted,1,AN APPLICATION OF GRAPH THEORY TO ALGEBRA
r1729,p1729,Review content,rejected,0,Chemical signed graph theory
r1730,p1730,Review content,accepted,1,Potts model and graph theory
r1731,p1731,Review content,accepted,1,Some recent results in topological graph theory
r1732,p1732,Review content,accepted,1,Conference on Graph Theory and Topology in Chemistry.
r1733,p1733,Review content,accepted,1,Graph theory and molecular orbitals. VII. The role of resonance structures
r1734,p1734,Review content,accepted,1,Facilities Planning with Graph Theory
r1735,p1735,Review content,accepted,1,On some solved and unsolved problems of chemical graph theory
r1736,p1736,Review content,rejected,0,TWO THEOREMS IN GRAPH THEORY.
r1737,p1737,Review content,rejected,0,Graph Theory and Probability
r1738,p1738,Review content,accepted,1,Fractional Graph Theory: A Rational Approach to the Theory of Graphs
r1739,p1739,Review content,accepted,1,Graph Theory and Q-Analysis
r1740,p1740,Review content,accepted,1,Neural networks and graph theory
r1741,p1741,Review content,rejected,0,"ON SOME PROBLEMS IN GRAPH THEORY , COMBINATORIAL ANALYSIS AND COMBINATORIAL NUMBER THEORY"
r1742,p1742,Review content,accepted,1,Graph-set analysis of hydrogen-bond patterns in organic crystals.
r1743,p1743,Review content,rejected,0,Topics in Intersection Graph Theory
r1744,p1744,Review content,rejected,0,Selected Topics in Graph Theory 2
r1745,p1745,Review content,rejected,0,A ring in graph theory
r1746,p1746,Review content,accepted,1,On some extremal problems in graph theory
r1747,p1747,Review content,accepted,1,"Introduction to Chordal Graphs and Clique Trees, in Graph Theory and Sparse Matrix Computation"
r1748,p1748,Review content,accepted,1,Lectures on Spectral Graph Theory
r1749,p1749,Review content,rejected,0,Graph theory with applications to algorithms and computer science
r1750,p1750,Review content,rejected,0,Problems and Results in Graph Theory and Combinatorial Analysis
r1751,p1751,Review content,accepted,1,Some Topics in Graph Theory
r1752,p1752,Review content,accepted,1,Compactness results in extremal graph theory
r1753,p1753,Review content,accepted,1,A Friendly Introduction to Graph Theory
r1754,p1754,Review content,accepted,1,Use of Graph Theory to Support Map Generalization
r1755,p1755,Review content,accepted,1,Graph theory for image analysis: an approach based on the shortest spanning tree
r1756,p1756,Review content,accepted,1,Extremal problems in graph theory
r1757,p1757,Review content,rejected,0,"Graph Theory: Flows, Matrices"
r1758,p1758,Review content,rejected,0,Graph Theory and Probability. II
r1759,p1759,Review content,accepted,1,Parallel computations in graph theory
r1760,p1760,Review content,rejected,0,An extremal problem in graph theory
r1761,p1761,Review content,accepted,1,Chemical applications of graph theory
r1762,p1762,Review content,accepted,1,Graph Theory and the Evolution of Autocatalytic Networks
r1763,p1763,Review content,accepted,1,Graph theory and its engineering applications
r1764,p1764,Review content,accepted,1,Matrices in Combinatorics and Graph Theory
